"Id" "LST" "qnLST" "Signature.1" "Signature.2" "Signature.3" "Signature.4" "Signature.5" "Signature.6" "Signature.7" "Signature.8" "Signature.9" "Signature.10" "Signature.11" "Signature.12" "Signature.13" "Signature.14" "Signature.15" "Signature.16" "Signature.17" "Signature.18" "Signature.19" "Signature.20" "Signature.21" "Signature.22" "Signature.23" "Signature.24" "Signature.25" "Signature.26" "Signature.27" "Signature.28" "Signature.29" "Signature.30" "dominant"
"16" "TCGA-OR-A5JG" 6 9.68020617423529 0.0920061067420747 0 0.12877046857698 0 0 0.260526604403357 0.0447525916250795 0 0 0 0 0.0707568815622135 0.0390087873437842 0 0 0 0 0.0243633818800313 0 0.109927784718251 0.158989475291523 0.000742290329956187 0 0.0157323290228462 0 0 0 0 0.0544232985039041 0 "Signature.6"
"17" "TCGA-OR-A5JH" 8 12.6005747126437 0.0222147925341943 0 0.292541983246212 0.147121571893727 0 0.241048658800485 0.00641503474515145 0 0 0 0 0 0 0 0 0 0.0175129182320182 0 0 0 0.14772008163053 0.0104241523009477 0 0.076357909469048 0 0 0 0 0.0386428971476868 0 "Signature.3"
"18" "TCGA-OR-A5JI" 0 1.76149425287356 0.332118686912063 0 0.274656715810423 0 0 0 0.000310684887022042 0 0 0 0 0 0 0 0 0 0 0 0 0.170434141150498 0 0 0 0 0 0.208320285740421 0 0.00132830472652398 0.0128311807730485 0 "Signature.1"
"19" "TCGA-OR-A5JJ" 4 7.40217519314113 0.329177683242543 0 0.0418802545873278 0 0 0 0 0 0 0 0 0.259369433558658 0.0108248818284711 0 0.0525586535506537 0 0.0704053049611845 0 0.125211246489677 0.0960955773019202 0 0.0144769644795648 0 0 0 0 0 0 0 0 "Signature.1"
"20" "TCGA-OR-A5JK" 3 5.72653256704981 0.364280907136762 0 0 0 0 0.0199215428813506 0 0 0 0 0 0.0741412170096657 0.0707218366680302 0 0 0.0758101644069003 0.0181719636244271 0 0 0.251502422988488 0 0.0482699967581116 0 0.0103421296599348 0 0.0668378188663304 0 0 0 0 "Signature.1"
"21" "TCGA-OR-A5JL" 4 7.40217519314113 0.269342251430021 0.0251877910623428 0.103732116988206 0 0 0.227536465083162 0 0 0 0 0 0.138642912081706 0.00156109006219765 0 0 0 0 0 0 0.15402986618458 0.0685217624696662 0 0 0.0114457446381182 0 0 0 0 0 0 "Signature.1"
"22" "TCGA-OR-A5JM" 17 21.4228534639784 0.200512045485882 0.0352530453773572 0.169078717222647 0 0 0.193683612676332 0.017399411648127 0 0 0 0.0332629552856869 0.160780231333958 0.0148409604926495 0 0 0.010148030384558 0.0262046830500427 0.0640565247931219 0 0 0.0747797822496364 0 0 0 0 0 0 0 0 0 "Signature.1"
"23" "TCGA-OR-A5JO" 1 3.49112021857923 0.0531582935039061 0 0 0.0444213940171849 0 0.233214560546189 0.0217117812949531 0 0 0 0 0.0791652285698631 0 0 0 0.033313648030951 0.0412531362203455 0 0 0 0 0.0249490641980917 0.0712651000483347 0.212424089540055 0 0.185123704030126 0 0 0 0 "Signature.6"
"24" "TCGA-OR-A5JP" 11 16.2544241881791 0.258687253679506 0 0.182737528105063 0.102450938172747 0 0.0947190112587697 0 0 0 0 0.0048311825437209 0 0.0435940006430683 0 0.0607390929418514 0.122618556281782 0.008959277302657 0.0139831696429681 0 0 0.0744981362679773 0 0.00768964435592496 0.0244922088039638 0 0 0 0 0 0 "Signature.1"
"25" "TCGA-OR-A5JQ" 5 8.51436781609195 0.285596956826242 0 0.0689908559773521 0 0.0763390642526648 0.232037472906614 0.0254646645269681 0 0 0 0 0.0205056525276019 0.0132110774143952 0 0 0.127363233860857 0 0 0.0125226957573446 0 0.0550853373589799 0.0614510594566255 0.0100452282095539 0.0113867009248007 0 0 0 0 0 0 "Signature.1"
"26" "TCGA-OR-A5JR" 0 1.76149425287356 0.287791234710891 0 0.166304914666315 0 0 0.0737974982308907 0.037678883594882 0 0 0 0.0028146788052109 0.0260346604918717 0.00729968066112933 0 0 0 0.0408601400756508 0 0.0669623037519285 0.201679806738086 0.044933602141276 0.0144969470383882 0 0.0158590948378607 0 0 0 0 0 0.0134865542556189 "Signature.1"
"27" "TCGA-OR-A5JS" 10 14.9251372008668 0.139928503396217 0.01239947671769 0 0 0 0.227306669240581 0.0762588393399622 0 0 0 0 0.133307404797571 0.00448613413143478 0 0 0 0.0280786532095108 0.0351966479810333 0 0 0.00500192377357724 0 0.0479549172637782 0.0296744956761729 0 0.191265562655078 0 0 0.0691407718173932 0 "Signature.6"
"28" "TCGA-OR-A5JT" 3 5.72653256704981 0.256804289419778 0 0 0 0 0 0.0176646065186472 0 0 0 0.0600221231452421 0 0.0288129032887431 0 0 0.131913638564426 0 0 0.113005682852563 0.0666444631509099 0.012646774356579 0.00873587217033537 0 0.247704834132757 0 0.0185112208993803 0 0 0.0375335915006403 0 "Signature.1"
"29" "TCGA-OR-A5JV" 7 11.0373563218391 0.0316105482983864 0 0.074675152892693 0.114411530731284 0 0.432473961829858 0.00672022316234645 0 0 0.0267187567271337 0 0.103741391665042 0 0 0 0 0 0 0.0374205434672769 0 0.0217514065190706 0 0 0.150476484706908 0 0 0 0 0 0 "Signature.6"
"30" "TCGA-OR-A5JW" 0 1.76149425287356 0.27801218981174 0 0.189040625059387 0 0 0.0401048995992613 0 0 0 0 0 0 0 0 0 0 0.00656166111406076 0 0 0.0995199450022309 0.0557145729974091 0 0.0506780123946288 0.257072075191699 0 0.022234859295702 0.00106115953388031 0 0 0 "Signature.1"
"31" "TCGA-OR-A5JX" 8 12.6005747126437 0.0985973507328675 0 0 0 0 0.306159141753054 0.0971669048691445 0 0 0.00907684825791853 0 0 0.0557141995294867 0 0 0.0323507459856564 0.00254273815715919 0 0 0.0433737083074094 0 0.0944189962195607 0 0.0254807290796668 0 0.140497342193387 0 0 0.0946212949146901 0 "Signature.6"
"32" "TCGA-OR-A5JY" 20 26.8054780243075 0.0570808324760174 0 0.161671797125094 0 0 0.325036081810998 0.113179130299703 0 0 0 0 0.0391282369287468 0.0733151339478956 0.0156160096655944 0 0 0 0 0 0.0270708145243924 0 0.0202077458415611 0 0.0918010988272703 0 0.0495663400275038 0 0 0.0263267785252242 0 "Signature.6"
"33" "TCGA-OR-A5JZ" 4 7.40217519314113 0.135008127059087 0 0.138911113853614 0 0 0.256065143579786 0 0 0 0 0 0.201157796952989 0 0 0.0431613394478399 0 0 0 0.0931945123676292 0.119016717617825 0.00767452013996602 0 0 0.00115801703138736 0 0.0046527119498758 0 0 0 0 "Signature.6"
"34" "TCGA-OR-A5K0" 15 18.9528570755606 0.0966940646302126 0 0.0657509540117332 0.0933492031900918 0 0.184927542390101 0.0328839181583042 0 0 0 0 0.264904488810664 0.0117750756836075 0 0 0 0 0 0.0697994267711106 0.00199140960392518 0 0.00905780384873729 0 0.0449915739798042 0 0 0.0138912499952358 0 0.0810835352000378 0.0288997537264354 "Signature.12"
"35" "TCGA-OR-A5K1" 0 1.76149425287356 0.200612344923426 0 0.181574694053622 0 0 0.0787502331810721 0 0 0 0 0 0.12547091184409 0 0 0.0250233079720696 0 0 0.00473302571128064 0 0.155594472459523 0.0806839525268173 0.0809055634885252 0.0048788833323478 0.0340679300146966 0 0 0 0 0 0.0277046804925295 "Signature.1"
"36" "TCGA-OR-A5K2" 4 7.40217519314113 0.154300615346048 0 0.223097556608 0 0 0.161212800905484 0.0081973951619708 0 0 0 0.0478848269291422 0.108701648791501 0.0261801115648306 0 0 0 0.0153783263332008 0.021757472021476 0 0.120034730937078 0 0.0482812432086194 0 0.0372060303040445 0 0.0221914895874365 0 0 0.00557575230116815 0 "Signature.3"
"37" "TCGA-OR-A5K3" 0 1.76149425287356 0.0475239723123603 0 0.112913982121096 0 0 0.491554879189834 0.02322812636022 0 0 0 0 0.264410477175106 0.0129088405243989 0 0 0 0.0200089693255492 0.00658918572989457 0 0 0.00367387542090556 0.0171876918406361 0 0 0 0 0 0 0 0 "Signature.6"
"38" "TCGA-OR-A5K4" 0 1.76149425287356 0.833958935114657 0 0 0 0 0.166041064885343 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "Signature.1"
"39" "TCGA-OR-A5K5" 15 18.9528570755606 0.209534653694625 0.00371536520212075 0.233856973451216 0.0972697713511226 0 0 0 0 0 0.0202227981001946 0 0.00628704149208283 0.0586333888846922 0 0.0104924929231836 0.0782022597639894 0.0145027038710712 0 0.0182642125199794 0.140075165725448 0.0969276424076679 0 0 0 0 0 0 0 0.0120155306126064 0 "Signature.3"
"40" "TCGA-OR-A5K6" 3 5.72653256704981 0.0977369079698196 0 0.00102225419106576 0.0661275137342117 0 0.168133546080644 0.0172595675616087 0 0 0 0 0.227712375134987 0.0306039561552353 0 0.179372174629512 0 0.0296576823353676 0 0 0 0 0.00177831091993289 0 0.17564084771299 0 0 0.00495486357462614 0 0 0 "Signature.12"
"41" "TCGA-OR-A5K8" 2 4.5760640427737 0.157615115885134 0 0 0 0 0.101885442450347 0.0165933096800747 0 0 0 0.0189366564021901 0 0.0464587937688396 0 0 0 0 0 0 0.197008290301598 0 0 0 0 0 0.200051189215512 0 0.0453627628094364 0.216088439486868 0 "Signature.29"
"42" "TCGA-OR-A5K9" 7 11.0373563218391 0.294502232427696 0.0455070802389745 0.218018691294464 0.126314326197291 0 0 0 0 0 0 0.0390103710891279 0 0.0366717952121204 0 0.0712577038945677 0 0 0 0 0 0.162245267078556 0 0 0.00128473226119461 0 0 0 0.00518780030600796 0 0 "Signature.1"
"43" "TCGA-OR-A5KB" 19 24.4320590729226 0 0.0120744699029833 0 0.723680337328735 0 0.0107656553999086 0.00928933737436709 0 0 0 0 0 0.0360173315091734 0.0116582051605264 0 0 0 0.00925721162487598 0 0.0701961568842673 0 0 0 0.117061294815163 0 0 0 0 0 0 "Signature.4"
"44" "TCGA-OR-A5KO" 7 11.0373563218391 0.36523634852121 0.0360240666513308 0.00640051535821751 0.0273306036550318 0 0.119191720501591 0.0292213959236072 0 0 0 0 0.147789588187243 0 0 0 0 0.0109626621905592 0 0 0.103390056385528 0 0 0 0.0558770125471363 0 0 0 0 0.098576030078546 0 "Signature.1"
"45" "TCGA-OR-A5KP" 12 17.1371252983481 0.147058542867068 0 0.0590392386216873 0 0 0.313350106534768 0.0683005840361776 0 0 0.0260198559497784 0.00149829415224374 0.163953002683234 0.0093999567103576 0 0 0 0 0 0 0.0128440630236157 0.0328182647202763 0.0139380361110014 0 0.139457985543157 0 0 0 0.0123220690466347 0 0 "Signature.6"
"46" "TCGA-OR-A5KQ" 6 9.68020617423529 0.331001938082051 0 0.0650173390555892 0.0149312323462609 0.175217002010836 0.0603406081175413 0.021313941038004 0 0 0 0 0.0738209492496185 0 0 0.0830218027877058 0 0.0361677477765078 0 0.0922042563900933 0 0 0 0.0393078131983319 0.00765536994745968 0 0 0 0 0 0 "Signature.1"
"47" "TCGA-OR-A5KS" 17 21.4228534639784 0.295915349012752 0 0.061659103102927 0 0 0.192835691134591 0 0 0 0 0 0.111149315781869 0.00698127769849469 0 0 0.21597985250994 0 0 0 0 0 0 0 0 0 0 0 0 0 0.115479410759425 "Signature.1"
"48" "TCGA-OR-A5KT" 5 8.51436781609195 0.0805942991009308 0.0331990404779071 0.177683883961195 0.0790184424620242 0 0.343301691676912 0.0583186238810237 0 0 0 0 0.0656241248805232 0 0 0 0 0.0256155945080759 0 0.120800762314001 0.00444242696459892 0.011401109772808 0 0 0 0 0 0 0 0 0 "Signature.6"
"49" "TCGA-OR-A5KU" 2 4.5760640427737 0.301925032217006 0 0.151448572602483 0.00906425200836768 0 0.274152676077441 0.0194924380786025 0 0 0 0.0182762536224312 0 0 0 0 0 0 0.0534607422148692 0 0 0 0 0 0 0 0.167236618860086 0.00494341431871269 0 0 0 "Signature.1"
"50" "TCGA-OR-A5KV" 1 3.49112021857923 0.116772135746562 0 0.034342958064555 0 0 0.215905024152773 0.00907485371470685 0 0 0 0 0 0.0137699322954096 0 0.0752886946556206 0 0 0 0.0325548364423277 0 0.168290679515997 0 0.00971618101761092 0.251441052455009 0 0 0 0 0.0728436519394281 0 "Signature.24"
"51" "TCGA-OR-A5KW" 9 13.7255747126437 0.166986826422689 0 0.278486864483524 0 0 0.0147200295291467 0 0 0 0 0 0 0 0 0.0796163108844908 0 0 0.0103483036825174 0.01555170333141 0.138303758719507 0 0 0.050531780112726 0.0763048769003159 0 0.16360567542646 0.00554387050721359 0 0 0 "Signature.3"
"52" "TCGA-OR-A5KX" 6 9.68020617423529 0.260962022708389 0 0.17687471537145 0 0 0.391736956313795 0.052975633168394 0 0 0 0 0 0.0585336834370278 0 0 0 0 0 0 0 0 0.0183416253359724 0.0398793693077369 0 0 0 0 0.000695994357234135 0 0 "Signature.6"
"53" "TCGA-OR-A5KY" 4 7.40217519314113 0.130002272847033 0 0.164545564646823 0.012885276263958 0 0.238887018011555 0.067660598729374 0 0 0 0 0 0.0224001793141138 0 0 0 0.00102809692525957 0 0 0.0479479260301139 0.131346965514253 0 0 0.183296101717517 0 0 0 0 0 0 "Signature.6"
"54" "TCGA-OR-A5KZ" 4 7.40217519314113 0.225409733049138 0 0.279682872285534 0 0 0 0.0135257962898666 0 0 0 0.0313780269697942 0 0.0211360039594258 0 0.0612012334571351 0 0 0.0761902159467081 0 0.140186294830114 0.0726958406325391 0 0 0 0 0.0785939825797452 0 0 0 0 "Signature.3"
"55" "TCGA-OR-A5L1" 6 9.68020617423529 0.0385572897139935 0 0 0 0 0.220741910851676 0.0971139175542072 0 0 0 0 0 0.0265480458737951 0.0285443278134558 0.0326387513277939 0 0 0 0 0 0.0280091359802739 0.0954957033093159 0.0165873543471266 0.18934060736976 0 0.20593576671655 0 0.00581000442171546 0.0146771847203366 0 "Signature.6"
"56" "TCGA-OR-A5L2" 19 24.4320590729226 0.400152837855637 0 0.236120692415869 0 0 0 0 0 0 0 0.00709094469550673 0.0291672014668018 0.0710194904953319 0 0.0350780347179209 0 0 0 0 0.0788377406495285 0 0 0 0.142533057703404 0 0 0 0 0 0 "Signature.1"
"57" "TCGA-OR-A5L3" 3 5.72653256704981 0.147278140198259 0 0.142314817722078 0 0 0.380277631656618 0 0 0 0 0 0 0 0 0 0.130532429214383 0 0 0 0.0555598121193312 0 0.00557150870744852 0 0.00995393522400072 0 0.128511725157882 0 0 0 0 "Signature.6"
"58" "TCGA-OR-A5L4" 0 1.76149425287356 0.22592050839378 0.0500364867015049 0 0 0 0 0.0237313149224818 0 0 0 0 0.232781821766693 0.0204180323364002 0 0 0 0 0 0 0.170254058218107 0 0.00573658226723568 0 0.180462688145339 0 0 0 0.00305964221878807 0.0875988650296705 0 "Signature.12"
"59" "TCGA-OR-A5L5" 8 12.6005747126437 0 0 0.113530784490019 0 0 0.381349073016841 0.040441965581286 0 0 0.0447604625783667 0 0.0171140365036249 0 0 0 0 0 0 0 0.0297029161675826 0.135463017362535 0 0.0281155785227599 0.209522165776984 0 0 0 0 0 0 "Signature.6"
"60" "TCGA-OR-A5L6" 4 7.40217519314113 0.224851416222484 0 0.179584222557158 0 0 0.173669420301767 0 0 0 0 0 0.0784643991521415 0.00403758408990205 0 0 0.0599529543751828 0 0 0.171852336280697 0 0 0 0 0 0 0 0 0 0.107587667020668 0 "Signature.1"
"61" "TCGA-OR-A5L8" 2 4.5760640427737 0.278553935969202 0 0 0.0482212830229212 0 0.307036973688684 0.081861849854002 0 0 0 0 0 0 0 0.0568587665301889 0 0.0377761319327706 0 0 0 0.0892919598149285 0.0445641322386385 0 0 0 0.0112320273604335 0 0.0446029395882306 0 0 "Signature.6"
"62" "TCGA-OR-A5L9" 3 5.72653256704981 0.181280356231778 0 0.0657601226795137 0 0 0.188765238732453 0.00955953964486293 0 0 0 0 0 0 0 0 0.281806222518756 0 0 0.00719715894869287 0 0.0549420569140321 0 0 0.100066191065461 0 0.0861951463022751 0 0 0.0244279669621754 0 "Signature.16"
"63" "TCGA-OR-A5LA" 6 9.68020617423529 0.395141325010366 0 0 0 0 0.0603541825634707 0 0 0 0.0146850553922377 0 0 0 0 0.14204420801726 0 0 0 0 0 0 0.0158398404819055 0 0.0755400711770838 0 0.289296359235153 0 0 0.00709895812252369 0 "Signature.1"
"64" "TCGA-OR-A5LB" 0 1.76149425287356 0.675572842164524 0 0 0 0 0.132743957626804 0 0 0 0 0 0 0 0 0.191683200208672 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "Signature.1"
"65" "TCGA-OR-A5LC" 6 9.68020617423529 0.0266233186835948 0 0.00279598206839892 0.257117794059661 0 0.500918215481671 0.0604842386790063 0 0 0 0 0 0.026392332247007 0 0 0.0473792527736392 0.0297042630420799 0 0 0 0.0168702324425901 0 0 0 0 0 0 0 0.031714370522351 0 "Signature.6"
"66" "TCGA-OR-A5LD" 8 12.6005747126437 0.150954719551248 0.0167245241962597 0.364663608826646 0 0 0.19625910271367 0 0 0 0.00492307005781348 0 0.0178557294450101 0.0142613954194447 0 0.00436281562755419 0 0 0.0127736930244235 0 0 0.142422737828964 0.0548080228604547 0 0 0 0 0 0.019990580448512 0 0 "Signature.3"
"67" "TCGA-OR-A5LE" 10 14.9251372008668 0.0515951750063198 0.00305186705112014 0.0404583486726058 0 0 0.501360402163739 0 0 0 0 0 0.0589684927352162 0.0771458850243444 0 0 0 0.000533807193686737 0.0494493833991695 0 0 0.132098099021718 0.0131510569883529 0 0 0 0.0721874827437275 0 0 0 0 "Signature.6"
"68" "TCGA-OR-A5LF" 9 13.7255747126437 0.132557009821306 0 0 0 0 0.146603774713451 0.0313462595275011 0 0 0 0.0129876436022563 0.0658789469972336 0 0 0 0 0.0421202527804075 0 0 0.261949604298011 0.156532876634641 0 0 0.150023631625192 0 0 0 0 0 0 "Signature.20"
"69" "TCGA-OR-A5LG" 12 17.1371252983481 0.119318273304774 0.0154994063290481 0.152588869759028 0 0 0.225439833801245 0.0320686570569368 0 0 0 0 0.169590021913775 0.0358311806895992 0 0 0 0.0114753970491763 0.0212643954697848 0 0.0294902705814859 0.0697292223153206 0 0 0.0857329218463078 0 0.0319715498835188 0 0 0 0 "Signature.6"
"70" "TCGA-OR-A5LH" 3 5.72653256704981 0 0 0 0.0662076011990472 0 0.404190336901658 0.00722523309169123 0 0 0 0 0.202037179144959 0.0256071299398523 0 0.0114400259706477 0 0.0163027966478774 0.0300864954549573 0 0.0953898465621403 0 0.0241857148344002 0 0 0 0.101164793201268 0 0.0161628470515017 0 0 "Signature.6"
"71" "TCGA-OR-A5LI" 16 19.735172884869 0.229695911473257 0 0 0 0 0 0.0397163370852188 0 0 0 0.0521074561593456 0.0688288041296769 0.0293450344938452 0 0 0 0.0109903480292605 0 0.0232280038117012 0.252023954107446 0.178501620495851 0 0 0.105408548946264 0.0030585406313127 0 0 0.00709544063682157 0 0 "Signature.20"
"72" "TCGA-OR-A5LJ" 7 11.0373563218391 0.773200763980109 0 0 0 0 0.226799236019891 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "Signature.1"
"73" "TCGA-OR-A5LK" 4 7.40217519314113 0.475427715044271 0 0.346705046837471 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0101943284051108 0 0 0.0855634073262567 0.0437344026717712 0 0 0 0 0.0161321061632543 0 0 0.022242993551865 0 "Signature.1"
"74" "TCGA-OR-A5LL" 6 9.68020617423529 0 0.0359660793316576 0.221879809909167 0 0 0.391841883850225 0.0714822029411892 0 0 0.0130035143191844 0 0 0.0159355637464295 0 0 0 0.0444471037081827 0 0 0 0.0252195992757468 0.0188099464984653 0.00104346991961754 0.160370826500135 0 0 0 0 0 0 "Signature.6"
"75" "TCGA-OR-A5LM" 6 9.68020617423529 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"76" "TCGA-OR-A5LN" 0 1.76149425287356 0.20689485053305 0 0 0.0527143371770681 0 0.224058192413047 0 0 0 0 0 0.220725740208851 0.00899865399494409 0 0 0 0 0 0.0103289889608052 0.0444712302520914 0.0873032618344617 0 0.019340259826458 0.125164484799225 0 0 0 0 0 0 "Signature.6"
"77" "TCGA-OR-A5LO" 10 14.9251372008668 0.165307405913801 0 0.207862398874776 0 0 0.118461305474337 0.0431237046733709 0 0 0 0 0 0.107743728705383 0 0.0199857653860951 0 0 0 0 0 0.00773288894129138 0 0 0.149637499609291 0 0.124665314475695 0 0 0.0554799879459589 0 "Signature.3"
"78" "TCGA-OR-A5LP" 7 11.0373563218391 0.216516825953855 0 0 0 0 0.30940551546473 0.00176927836989689 0 0 0 0 0.159238306733245 0.0117007738379248 0 0.102615703639871 0 0.0085693129247909 0.060417245085615 0 0 0.000710418337214977 0.0892492066850964 0 0 0 0.0398074129677593 0 0 0 0 "Signature.6"
"79" "TCGA-OR-A5LR" 2 4.5760640427737 0.345924234865211 0 0 0 0 0 0 0 0 0 0 0 0.014715340931481 0 0.0877194890438528 0.32403276102313 0.00344733533187167 0 0 0.0116961885437177 0.0186371918297466 0.00766088466831865 0.000603474325998053 0 0 0.185563099436672 0 0 0 0 "Signature.1"
"80" "TCGA-OR-A5LS" 4 7.40217519314113 0.170216468182715 0 0.184647676223528 0 0 0 0.0109001261557772 0 0 0.0109736236696666 0 0.0364991615991932 0.0176276299776838 0 0.00736015708207947 0 0.0151907934039946 0 0 0.146938000266265 0.14455666028607 0.0108180952937215 0.0878930867402121 0.133291847805891 0 0.00846029988550812 0 0 0.0146263734276946 0 "Signature.3"
"81" "TCGA-OR-A5LT" 10 14.9251372008668 0.337760091703964 0 0.0824740676825153 0 0 0 0 0 0 0 0 0 0.0251880828015083 0 0.0846338341419083 0 0 0 0 0.100100929101009 0 0 0 0.205480032065482 0 0.141901487646712 0 0.0224614748569015 0 0 "Signature.1"
"82" "TCGA-OU-A5PI" 3 5.72653256704981 0.373555209970659 0 0 0 0 0 0.00373741350351602 0 0 0 0.00480488227394374 0.115562454066609 0.0305058467204357 0 0 0 0 0 0 0.149028923608136 0.0232137093032425 0.0197962426315803 0 0.252647582902727 0 0 0 0.0271477350191509 0 0 "Signature.1"
"83" "TCGA-P6-A5OH" 17 21.4228534639784 0.250249608023693 0 0.280470044695256 0 0 0.021270872171958 0.100366979248893 0 0 0.0101610735636342 0 0 0.0504015473566385 0 0 0 0.00411025243639618 0 0 0.104080670078459 0.0728797266049282 0.0315800011673786 0 0.0744292246527661 0 0 0 0 0 0 "Signature.3"
