LUAD 	 TCGA-05-4244 	 29
LUAD 	 TCGA-05-4249 	 4
LUAD 	 TCGA-05-4250 	 14
LUAD 	 TCGA-05-4382 	 23
LUAD 	 TCGA-05-4384 	 4
LUAD 	 TCGA-05-4389 	 25
LUAD 	 TCGA-05-4390 	 22
LUAD 	 TCGA-05-4395 	 14
LUAD 	 TCGA-05-4396 	 4
LUAD 	 TCGA-05-4397 	 17
LUAD 	 TCGA-05-4398 	 24
LUAD 	 TCGA-05-4402 	 9
LUAD 	 TCGA-05-4403 	 5
LUAD 	 TCGA-05-4405 	 20
LUAD 	 TCGA-05-4410 	 20
LUAD 	 TCGA-05-4415 	 14
LUAD 	 TCGA-05-4417 	 32
LUAD 	 TCGA-05-4418 	 13
LUAD 	 TCGA-05-4420 	 28
LUAD 	 TCGA-05-4422 	 8
LUAD 	 TCGA-05-4425 	 5
LUAD 	 TCGA-05-4426 	 5
LUAD 	 TCGA-05-4427 	 37
LUAD 	 TCGA-05-4430 	 30
LUAD 	 TCGA-05-4432 	 24
LUAD 	 TCGA-05-4433 	 7
LUAD 	 TCGA-05-4434 	 21
LUAD 	 TCGA-05-5420 	 10
LUAD 	 TCGA-05-5423 	 2
LUAD 	 TCGA-05-5425 	 21
LUAD 	 TCGA-05-5428 	 25
LUAD 	 TCGA-05-5429 	 29
LUAD 	 TCGA-05-5715 	 7
LUAD 	 TCGA-35-3615 	 7
LUAD 	 TCGA-35-4123 	 12
LUAD 	 TCGA-35-5375 	 20
LUAD 	 TCGA-38-4625 	 26
LUAD 	 TCGA-38-4628 	 23
LUAD 	 TCGA-38-4629 	 19
LUAD 	 TCGA-38-4630 	 17
LUAD 	 TCGA-38-4631 	 29
LUAD 	 TCGA-38-4632 	 21
LUAD 	 TCGA-38-6178 	 13
LUAD 	 TCGA-38-A44F 	 0
LUAD 	 TCGA-44-2655 	 26
LUAD 	 TCGA-44-2659 	 23
LUAD 	 TCGA-44-2661 	 21
LUAD 	 TCGA-44-2665 	 18
LUAD 	 TCGA-44-2666 	 7
LUAD 	 TCGA-44-3396 	 11
LUAD 	 TCGA-44-3917 	 19
LUAD 	 TCGA-44-3919 	 13
LUAD 	 TCGA-44-4112 	 7
LUAD 	 TCGA-44-5643 	 7
LUAD 	 TCGA-44-5644 	 37
LUAD 	 TCGA-44-5645 	 15
LUAD 	 TCGA-44-6144 	 33
LUAD 	 TCGA-44-6145 	 9
LUAD 	 TCGA-44-6146 	 1
LUAD 	 TCGA-44-6147 	 32
LUAD 	 TCGA-44-6148 	 0
LUAD 	 TCGA-44-6774 	 7
LUAD 	 TCGA-44-6775 	 16
LUAD 	 TCGA-44-6776 	 5
LUAD 	 TCGA-44-6777 	 6
LUAD 	 TCGA-44-6778 	 16
LUAD 	 TCGA-44-6779 	 19
LUAD 	 TCGA-44-7659 	 3
LUAD 	 TCGA-44-7660 	 14
LUAD 	 TCGA-44-7661 	 12
LUAD 	 TCGA-44-7662 	 28
LUAD 	 TCGA-44-7667 	 27
LUAD 	 TCGA-44-7669 	 17
LUAD 	 TCGA-44-7670 	 16
LUAD 	 TCGA-44-7671 	 5
LUAD 	 TCGA-44-7672 	 26
LUAD 	 TCGA-44-8117 	 22
LUAD 	 TCGA-44-8119 	 23
LUAD 	 TCGA-44-8120 	 6
LUAD 	 TCGA-44-A479 	 31
LUAD 	 TCGA-44-A47A 	 13
LUAD 	 TCGA-44-A47B 	 12
LUAD 	 TCGA-44-A47F 	 4
LUAD 	 TCGA-44-A4SU 	 13
LUAD 	 TCGA-49-4486 	 2
LUAD 	 TCGA-49-4487 	 21
LUAD 	 TCGA-49-4488 	 19
LUAD 	 TCGA-49-4490 	 19
LUAD 	 TCGA-49-4494 	 18
LUAD 	 TCGA-49-4501 	 38
LUAD 	 TCGA-49-4505 	 24
LUAD 	 TCGA-49-4507 	 21
LUAD 	 TCGA-49-4510 	 26
LUAD 	 TCGA-49-4512 	 19
LUAD 	 TCGA-49-4514 	 15
LUAD 	 TCGA-49-6742 	 9
LUAD 	 TCGA-49-6743 	 17
LUAD 	 TCGA-49-6744 	 20
LUAD 	 TCGA-49-6761 	 17
LUAD 	 TCGA-49-6767 	 17
LUAD 	 TCGA-49-AAQV 	 14
LUAD 	 TCGA-49-AAR0 	 17
LUAD 	 TCGA-49-AAR2 	 6
LUAD 	 TCGA-49-AAR9 	 17
LUAD 	 TCGA-49-AARE 	 14
LUAD 	 TCGA-49-AARN 	 7
LUAD 	 TCGA-49-AARO 	 17
LUAD 	 TCGA-49-AARQ 	 13
LUAD 	 TCGA-49-AARR 	 0
LUAD 	 TCGA-4B-A93V 	 12
LUAD 	 TCGA-50-5045 	 16
LUAD 	 TCGA-50-5049 	 25
LUAD 	 TCGA-50-5051 	 8
LUAD 	 TCGA-50-5055 	 2
LUAD 	 TCGA-50-5066 	 25
LUAD 	 TCGA-50-5068 	 14
LUAD 	 TCGA-50-5072 	 20
LUAD 	 TCGA-50-5931 	 17
LUAD 	 TCGA-50-5932 	 11
LUAD 	 TCGA-50-5933 	 21
LUAD 	 TCGA-50-5935 	 9
LUAD 	 TCGA-50-5936 	 13
LUAD 	 TCGA-50-5939 	 15
LUAD 	 TCGA-50-5941 	 28
LUAD 	 TCGA-50-5942 	 2
LUAD 	 TCGA-50-5944 	 8
LUAD 	 TCGA-50-6590 	 20
LUAD 	 TCGA-50-6591 	 15
LUAD 	 TCGA-50-6592 	 16
LUAD 	 TCGA-50-6593 	 17
LUAD 	 TCGA-50-6594 	 21
LUAD 	 TCGA-50-6595 	 21
LUAD 	 TCGA-50-6597 	 14
LUAD 	 TCGA-50-6673 	 15
LUAD 	 TCGA-50-7109 	 17
LUAD 	 TCGA-50-8457 	 5
LUAD 	 TCGA-50-8459 	 6
LUAD 	 TCGA-50-8460 	 16
LUAD 	 TCGA-53-7624 	 33
LUAD 	 TCGA-53-7626 	 17
LUAD 	 TCGA-53-7813 	 22
LUAD 	 TCGA-53-A4EZ 	 15
LUAD 	 TCGA-55-1592 	 15
LUAD 	 TCGA-55-1594 	 19
LUAD 	 TCGA-55-1595 	 30
LUAD 	 TCGA-55-1596 	 22
LUAD 	 TCGA-55-5899 	 16
LUAD 	 TCGA-55-6543 	 5
LUAD 	 TCGA-55-6642 	 34
LUAD 	 TCGA-55-6712 	 15
LUAD 	 TCGA-55-6968 	 14
LUAD 	 TCGA-55-6970 	 24
LUAD 	 TCGA-55-6971 	 17
LUAD 	 TCGA-55-6972 	 13
LUAD 	 TCGA-55-6978 	 16
LUAD 	 TCGA-55-6979 	 16
LUAD 	 TCGA-55-6980 	 6
LUAD 	 TCGA-55-6981 	 14
LUAD 	 TCGA-55-6982 	 11
LUAD 	 TCGA-55-6983 	 9
LUAD 	 TCGA-55-6985 	 26
LUAD 	 TCGA-55-6986 	 3
LUAD 	 TCGA-55-7227 	 29
LUAD 	 TCGA-55-7281 	 4
LUAD 	 TCGA-55-7283 	 17
LUAD 	 TCGA-55-7284 	 3
LUAD 	 TCGA-55-7570 	 9
LUAD 	 TCGA-55-7573 	 13
LUAD 	 TCGA-55-7574 	 13
LUAD 	 TCGA-55-7576 	 29
LUAD 	 TCGA-55-7725 	 5
LUAD 	 TCGA-55-7726 	 18
LUAD 	 TCGA-55-7727 	 14
LUAD 	 TCGA-55-7728 	 5
LUAD 	 TCGA-55-7815 	 22
LUAD 	 TCGA-55-7903 	 8
LUAD 	 TCGA-55-7907 	 12
LUAD 	 TCGA-55-7910 	 21
LUAD 	 TCGA-55-7911 	 8
LUAD 	 TCGA-55-7913 	 22
LUAD 	 TCGA-55-7914 	 10
LUAD 	 TCGA-55-7994 	 23
LUAD 	 TCGA-55-7995 	 17
LUAD 	 TCGA-55-8085 	 11
LUAD 	 TCGA-55-8087 	 2
LUAD 	 TCGA-55-8090 	 7
LUAD 	 TCGA-55-8091 	 6
LUAD 	 TCGA-55-8092 	 24
LUAD 	 TCGA-55-8094 	 21
LUAD 	 TCGA-55-8096 	 13
LUAD 	 TCGA-55-8097 	 12
LUAD 	 TCGA-55-8203 	 12
LUAD 	 TCGA-55-8204 	 11
LUAD 	 TCGA-55-8205 	 23
LUAD 	 TCGA-55-8206 	 4
LUAD 	 TCGA-55-8207 	 10
LUAD 	 TCGA-55-8299 	 0
LUAD 	 TCGA-55-8302 	 11
LUAD 	 TCGA-55-8505 	 13
LUAD 	 TCGA-55-8506 	 26
LUAD 	 TCGA-55-8507 	 19
LUAD 	 TCGA-55-8508 	 20
LUAD 	 TCGA-55-8510 	 12
LUAD 	 TCGA-55-8511 	 22
LUAD 	 TCGA-55-8512 	 22
LUAD 	 TCGA-55-8513 	 0
LUAD 	 TCGA-55-8514 	 19
LUAD 	 TCGA-55-8614 	 15
LUAD 	 TCGA-55-8615 	 27
LUAD 	 TCGA-55-8616 	 10
LUAD 	 TCGA-55-8620 	 17
LUAD 	 TCGA-55-8621 	 5
LUAD 	 TCGA-55-A48X 	 15
LUAD 	 TCGA-55-A48Y 	 10
LUAD 	 TCGA-55-A48Z 	 14
LUAD 	 TCGA-55-A490 	 24
LUAD 	 TCGA-55-A491 	 16
LUAD 	 TCGA-55-A492 	 6
LUAD 	 TCGA-55-A493 	 22
LUAD 	 TCGA-55-A494 	 17
