COAD 	 TCGA-3L-AA1B 	 8
COAD 	 TCGA-4N-A93T 	 3
COAD 	 TCGA-4T-AA8H 	 1
COAD 	 TCGA-5M-AAT4 	 15
COAD 	 TCGA-5M-AAT5 	 19
COAD 	 TCGA-5M-AAT6 	 4
COAD 	 TCGA-5M-AATA 	 10
COAD 	 TCGA-5M-AATE 	 2
COAD 	 TCGA-A6-2670 	 10
COAD 	 TCGA-A6-2671 	 20
COAD 	 TCGA-A6-2675 	 8
COAD 	 TCGA-A6-2676 	 3
COAD 	 TCGA-A6-2677 	 15
COAD 	 TCGA-A6-2678 	 16
COAD 	 TCGA-A6-2679 	 13
COAD 	 TCGA-A6-2680 	 9
COAD 	 TCGA-A6-2681 	 22
COAD 	 TCGA-A6-2682 	 6
COAD 	 TCGA-A6-2683 	 11
COAD 	 TCGA-A6-2684 	 1
COAD 	 TCGA-A6-2685 	 11
COAD 	 TCGA-A6-2686 	 25
COAD 	 TCGA-A6-3807 	 9
COAD 	 TCGA-A6-3808 	 14
COAD 	 TCGA-A6-3809 	 8
COAD 	 TCGA-A6-3810 	 18
COAD 	 TCGA-A6-4105 	 5
COAD 	 TCGA-A6-4107 	 15
COAD 	 TCGA-A6-5656 	 4
COAD 	 TCGA-A6-5657 	 8
COAD 	 TCGA-A6-5659 	 17
COAD 	 TCGA-A6-5660 	 20
COAD 	 TCGA-A6-5662 	 16
COAD 	 TCGA-A6-5664 	 8
COAD 	 TCGA-A6-5665 	 12
COAD 	 TCGA-A6-5666 	 6
COAD 	 TCGA-A6-5667 	 9
COAD 	 TCGA-A6-6137 	 11
COAD 	 TCGA-A6-6138 	 8
COAD 	 TCGA-A6-6140 	 26
COAD 	 TCGA-A6-6141 	 0
COAD 	 TCGA-A6-6142 	 3
COAD 	 TCGA-A6-6648 	 14
COAD 	 TCGA-A6-6650 	 16
COAD 	 TCGA-A6-6651 	 38
COAD 	 TCGA-A6-6652 	 6
COAD 	 TCGA-A6-6653 	 2
COAD 	 TCGA-A6-6654 	 25
COAD 	 TCGA-A6-6780 	 3
COAD 	 TCGA-A6-6781 	 4
COAD 	 TCGA-A6-6782 	 13
COAD 	 TCGA-A6-A566 	 4
COAD 	 TCGA-A6-A567 	 10
COAD 	 TCGA-A6-A56B 	 20
COAD 	 TCGA-A6-A5ZU 	 7
COAD 	 TCGA-AA-3488 	 7
COAD 	 TCGA-AA-3489 	 7
COAD 	 TCGA-AA-3492 	 3
COAD 	 TCGA-AA-3494 	 14
COAD 	 TCGA-AA-3495 	 6
COAD 	 TCGA-AA-3496 	 6
COAD 	 TCGA-AA-3502 	 1
COAD 	 TCGA-AA-3506 	 4
COAD 	 TCGA-AA-3509 	 18
COAD 	 TCGA-AA-3510 	 0
COAD 	 TCGA-AA-3511 	 14
COAD 	 TCGA-AA-3514 	 4
COAD 	 TCGA-AA-3516 	 5
COAD 	 TCGA-AA-3517 	 12
COAD 	 TCGA-AA-3518 	 6
COAD 	 TCGA-AA-3519 	 23
COAD 	 TCGA-AA-3520 	 5
COAD 	 TCGA-AA-3521 	 14
COAD 	 TCGA-AA-3524 	 4
COAD 	 TCGA-AA-3525 	 0
COAD 	 TCGA-AA-3526 	 6
COAD 	 TCGA-AA-3527 	 5
COAD 	 TCGA-AA-3529 	 4
COAD 	 TCGA-AA-3530 	 3
COAD 	 TCGA-AA-3532 	 16
COAD 	 TCGA-AA-3534 	 2
COAD 	 TCGA-AA-3538 	 10
COAD 	 TCGA-AA-3542 	 6
COAD 	 TCGA-AA-3543 	 3
COAD 	 TCGA-AA-3544 	 12
COAD 	 TCGA-AA-3548 	 8
COAD 	 TCGA-AA-3549 	 9
COAD 	 TCGA-AA-3552 	 12
COAD 	 TCGA-AA-3553 	 12
COAD 	 TCGA-AA-3554 	 12
COAD 	 TCGA-AA-3555 	 1
COAD 	 TCGA-AA-3556 	 13
COAD 	 TCGA-AA-3558 	 1
COAD 	 TCGA-AA-3560 	 44
COAD 	 TCGA-AA-3561 	 11
COAD 	 TCGA-AA-3562 	 10
COAD 	 TCGA-AA-3655 	 4
COAD 	 TCGA-AA-3660 	 13
COAD 	 TCGA-AA-3662 	 7
COAD 	 TCGA-AA-3663 	 1
COAD 	 TCGA-AA-3664 	 14
COAD 	 TCGA-AA-3666 	 18
COAD 	 TCGA-AA-3667 	 5
